seqnames	start	end	width	strand	siteCount	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	state
chr19	46001401	46003000	1600	*	2	Promoter (<=1kb)	19	46003006	46015333	12328	1	729440	ENST00000599044.1	-6	ENSG00000104983	CCDC61	coiled-coil domain containing 61	14_TssBiv
chr19	46184401	46185400	1000	*	1	Intron (ENST00000597989.1/147920, intron 2 of 3)	19	46163893	46180647	16755	2	105372424	ENST00000599127.1	-3754	NA	LOC105372424	uncharacterized LOC105372424	14_TssBiv
chr19	48983401	48984600	1200	*	2	Promoter (<=1kb)	19	48981431	48985474	4044	2	2997	ENST00000484289.2	874	ENSG00000104812	GYS1	glycogen synthase 1	14_TssBiv
chr19	49250001	49250800	800	*	7	Distal Intergenic	19	49210734	49211834	1101	1	54795	ENST00000597316.1	39267	ENSG00000130529	TRPM4	transient receptor potential cation channel subfamily M member 4	14_TssBiv
chr19	55598201	55599000	800	*	1	Promoter (<=1kb)	19	55597734	55598788	1055	2	84922	ENST00000587414.1	0	ENSG00000179943	FIZ1	FLT3 interacting zinc finger 1	14_TssBiv
chr19	57348601	57352000	3400	*	3	Promoter (<=1kb)	19	57351271	57359898	8628	1	57343	ENST00000282286.6	0	ENSG00000131845	ZNF304	zinc finger protein 304	14_TssBiv
chr19	58545001	58545400	400	*	2	Promoter (<=1kb)	19	58545167	58545896	730	1	10155	ENST00000597968.1	0	ENSG00000130726	TRIM28	tripartite motif containing 28	14_TssBiv
chr2	8596001	8598200	2200	*	2	Distal Intergenic	2	8506441	8592903	86463	2	101929567	ENST00000650238.2	-3098	ENSG00000236008	LINC01814	long intergenic non-protein coding RNA 1814	14_TssBiv
chr2	8816401	8818800	2400	*	1	3' UTR	2	8800207	8806378	6172	2	57498	ENST00000471275.1	-10023	ENSG00000134313	KIDINS220	kinase D interacting substrate 220	14_TssBiv
chr2	27485201	27488400	3200	*	1	Promoter (<=1kb)	2	27472066	27486735	14670	2	26160	ENST00000675728.1	0	ENSG00000138002	IFT172	intraflagellar transport 172	14_TssBiv
chr2	38297201	38302800	5600	*	1	Promoter (<=1kb)	2	38297931	38300318	2388	2	64225	ENST00000477642.5	0	ENSG00000119787	ATL2	atlastin GTPase 2	14_TssBiv
chr2	54557401	54558400	1000	*	1	Promoter (<=1kb)	2	54558394	54662308	103915	1	6711	ENST00000333896.5	0	ENSG00000115306	SPTBN1	spectrin beta, non-erythrocytic 1	14_TssBiv
chr2	63274601	63275200	600	*	1	Intron (ENST00000272321.12/51057, intron 13 of 17)	2	63377849	63382074	4226	2	51057	ENST00000462652.1	106874	ENSG00000143951	WDPCP	WD repeat containing planar cell polarity effector	14_TssBiv
chr2	63285201	63287600	2400	*	1	Intron (ENST00000272321.12/51057, intron 13 of 17)	2	63377849	63382074	4226	2	51057	ENST00000462652.1	94474	ENSG00000143951	WDPCP	WD repeat containing planar cell polarity effector	14_TssBiv
chr2	66672201	66674200	2000	*	7	Intron (ENST00000433396.5/100507073, intron 2 of 5)	2	66689868	66695581	5714	1	100507073	ENST00000423168.5	-15668	ENSG00000232046	LINC01798	long intergenic non-protein coding RNA 1798	14_TssBiv
chr2	71016801	71018000	1200	*	3	Intron (ENST00000434990.1/ENST00000434990.1, intron 1 of 3)	2	71024127	71029893	5767	1	79315	ENST00000642062.1	-6127	ENSG00000205847	OR7E91P	olfactory receptor family 7 subfamily E member 91 pseudogene	14_TssBiv
chr2	71128001	71129000	1000	*	1	Promoter (1-2kb)	2	71124206	71130214	6009	2	84693	ENST00000494660.6	1214	ENSG00000124370	MCEE	methylmalonyl-CoA epimerase	14_TssBiv
chr2	71205001	71206400	1400	*	2	Intron (ENST00000244221.9/400961, intron 1 of 3)	2	71182738	71227103	44366	2	400961	ENST00000244221.9	20703	ENSG00000124374	PAIP2B	poly(A) binding protein interacting protein 2B	14_TssBiv
chr2	74641801	74643600	1800	*	1	Promoter (1-2kb)	2	74557892	74640327	82436	2	130951	ENST00000409585.5	-1474	ENSG00000159374	M1AP	meiosis 1 associated protein	14_TssBiv
chr2	74729201	74730000	800	*	4	Intron (ENST00000674157.1/102724482, intron 3 of 4)	2	74750173	74778742	28570	2	102724482	ENST00000660620.1	48742	ENSG00000287687	LOC102724482	uncharacterized LOC102724482	14_TssBiv
chr2	96781801	96783200	1400	*	1	Intron (ENST00000377075.3/26504, intron 1 of 6)	2	96788590	96797610	9021	1	26504	ENST00000482716.5	-5390	ENSG00000158158	CNNM4	cyclin and CBS domain divalent metal cation transport mediator 4	14_TssBiv
chr2	102758401	102760000	1600	*	1	Promoter (1-2kb)	2	102761963	103019900	257938	1	130827	ENST00000640575.2	-1963	ENSG00000170417	TMEM182	transmembrane protein 182	14_TssBiv
chr2	102803801	102804600	800	*	1	Intron (ENST00000639249.1/130827, intron 4 of 4)	2	102797766	102816316	18551	1	130827	ENST00000484094.1	6035	ENSG00000170417	TMEM182	transmembrane protein 182	14_TssBiv
chr2	106014801	106015400	600	*	1	Distal Intergenic	2	106063246	106072401	9156	1	84417	ENST00000493478.5	-47846	ENSG00000119147	ECRG4	ECRG4 augurin precursor	14_TssBiv
chr2	111874401	111878400	4000	*	1	Promoter (2-3kb)	2	111872690	111880825	8136	2	64682	ENST00000628342.1	2425	ENSG00000153107	ANAPC1	anaphase promoting complex subunit 1	14_TssBiv
chr2	119605001	119605400	400	*	1	Promoter (2-3kb)	2	119602663	119627752	25090	1	200373	ENST00000597189.1	2338	ENSG00000163075	CFAP221	cilia and flagella associated protein 221	14_TssBiv
chr2	133104601	133105200	600	*	1	Intron (ENST00000409261.6/344148, intron 6 of 19)	2	133264968	133269196	4229	1	101928161	ENST00000454699.6	-159768	ENSG00000226953	NCKAP5-AS2	NCKAP5 antisense RNA 2	14_TssBiv
chr2	135476801	135477400	600	*	1	Intron (ENST00000401392.5/84083, intron 2 of 20)	2	135353321	135530576	177256	2	84083	ENST00000492193.1	53176	ENSG00000121988	ZRANB3	zinc finger RANBP2-type containing 3	14_TssBiv
chr2	157184801	157188200	3400	*	3	Distal Intergenic	2	157257705	157318491	60787	1	11227	ENST00000259056.5	-69505	ENSG00000136542	GALNT5	polypeptide N-acetylgalactosaminyltransferase 5	14_TssBiv
chr2	162093801	162095800	2000	*	1	Exon (ENST00000647661.1/ENST00000647661.1, exon 2 of 2)	2	162074857	162077911	3055	1	100131604	ENST00000670014.1	18944	ENSG00000230918	DPP4-DT	DPP4 divergent transcript	14_TssBiv
chr2	162283401	162284400	1000	*	1	Intron (ENST00000649979.2/64135, intron 5 of 15)	2	162267248	162268137	890	2	64135	ENST00000649426.1	-15264	ENSG00000115267	IFIH1	interferon induced with helicase C domain 1	14_TssBiv
chr2	165478401	165478600	200	*	1	Intron (ENST00000421875.5/80034, intron 1 of 6)	2	165469706	165566981	97276	1	80034	ENST00000464503.1	8695	ENSG00000178662	CSRNP3	cysteine and serine rich nuclear protein 3	14_TssBiv
chr2	172972601	172973200	600	*	3	Intron (ENST00000397081.8/11069, intron 10 of 30)	2	172967109	172988273	21165	1	11069	ENST00000459852.1	5492	ENSG00000091428	RAPGEF4	Rap guanine nucleotide exchange factor 4	14_TssBiv
chr2	172974601	172975000	400	*	4	Intron (ENST00000397081.8/11069, intron 10 of 30)	2	172967109	172988273	21165	1	11069	ENST00000459852.1	7492	ENSG00000091428	RAPGEF4	Rap guanine nucleotide exchange factor 4	14_TssBiv
chr2	175199801	175202800	3000	*	1	Distal Intergenic	2	175178186	175181710	3525	2	518	ENST00000497075.5	-18091	ENSG00000154518	ATP5MC3	ATP synthase membrane subunit c locus 3	14_TssBiv
chr2	176971401	176972200	800	*	1	Distal Intergenic	2	176990508	177056316	65809	2	107985965	ENST00000452002.5	84116	NA	LOC107985965	uncharacterized LOC107985965	14_TssBiv
chr2	198650801	198651600	800	*	1	Intron (ENST00000440609.1/105373831, intron 1 of 2)	2	198493242	198629293	136052	2	105373831	ENST00000637390.1	-21508	NA	LOC105373831	uncharacterized LOC105373831	14_TssBiv
chr2	200320401	200321200	800	*	1	Intron (ENST00000439084.5/26010, intron 1 of 4)	2	200308950	200482256	173307	1	26010	ENST00000619961.4	11451	ENSG00000196141	SPATS2L	spermatogenesis associated serine rich 2 like	14_TssBiv
chr2	200333601	200334000	400	*	1	Intron (ENST00000439084.5/26010, intron 1 of 4)	2	200351189	200478209	127021	1	26010	ENST00000409151.5	-17189	ENSG00000196141	SPATS2L	spermatogenesis associated serine rich 2 like	14_TssBiv
chr2	219645801	219649600	3800	*	1	Distal Intergenic	2	219633346	219635781	2436	1	6508	ENST00000444906.1	12455	ENSG00000114923	SLC4A3	solute carrier family 4 member 3	14_TssBiv
chr2	223159201	223162000	2800	*	1	Intron (ENST00000488477.2/23704, intron 2 of 3)	2	223052200	223198399	146200	1	23704	ENST00000488477.2	107001	ENSG00000152049	KCNE4	potassium voltage-gated channel subfamily E regulatory subunit 4	14_TssBiv
chr2	223162801	223164200	1400	*	1	Intron (ENST00000488477.2/23704, intron 2 of 3)	2	223052200	223198399	146200	1	23704	ENST00000488477.2	110601	ENSG00000152049	KCNE4	potassium voltage-gated channel subfamily E regulatory subunit 4	14_TssBiv
chr2	223168201	223169200	1000	*	1	Intron (ENST00000488477.2/23704, intron 2 of 3)	2	223052200	223198399	146200	1	23704	ENST00000488477.2	116001	ENSG00000152049	KCNE4	potassium voltage-gated channel subfamily E regulatory subunit 4	14_TssBiv
chr2	232260601	232261400	800	*	1	3' UTR	2	232249340	232307778	58439	1	129563	ENST00000498319.2	11261	ENSG00000144535	DIS3L2	DIS3 like 3'-5' exoribonuclease 2	14_TssBiv
chr2	235401801	235405200	3400	*	1	Distal Intergenic	2	235494043	236131793	637751	1	116987	ENST00000304032.13	-88843	ENSG00000157985	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	14_TssBiv
chr2	238535201	238536000	800	*	1	Intron (ENST00000446979.1/151171, intron 2 of 2)	2	238554541	238740849	186309	1	105373962	ENST00000653335.1	-18541	NA	LINC01937	long intergenic non-protein coding RNA 1937	14_TssBiv
chr20	642601	643000	400	*	1	Distal Intergenic	20	646615	653200	6586	2	140809	ENST00000381962.4	10200	ENSG00000271303	SRXN1	sulfiredoxin 1	14_TssBiv
chr20	821401	823200	1800	*	1	Distal Intergenic	20	833715	846277	12563	1	83541	ENST00000381941.8	-10515	ENSG00000125898	FAM110A	family with sequence similarity 110 member A	14_TssBiv
chr20	2731001	2734000	3000	*	2	Intron (ENST00000380648.9/57593, intron 7 of 17)	20	2752496	2760108	7613	1	57593	ENST00000481662.2	-18496	ENSG00000088881	EBF4	EBF family member 4	14_TssBiv
chr20	3052201	3053400	1200	*	6	Distal Intergenic	20	3046052	3048250	2199	1	64949	ENST00000380325.4	6149	ENSG00000125901	MRPS26	mitochondrial ribosomal protein S26	14_TssBiv
chr20	3073201	3075000	1800	*	1	Promoter (1-2kb)	20	3071620	3072517	898	1	5020	ENST00000217386.2	1581	ENSG00000101405	OXT	oxytocin/neurophysin I prepropeptide	14_TssBiv
chr20	3153601	3155200	1600	*	1	Intron (ENST00000217173.7/22888, intron 1 of 4)	20	3107573	3159865	52293	2	22888	ENST00000217173.7	4665	ENSG00000185019	UBOX5	U-box domain containing 5	14_TssBiv
chr20	3662401	3662600	200	*	2	Promoter (<=1kb)	20	3659248	3663399	4152	2	64096	ENST00000290417.7	799	ENSG00000125861	GFRA4	GDNF family receptor alpha 4	14_TssBiv
chr20	21490401	21492000	1600	*	1	Distal Intergenic	20	21511017	21514064	3048	2	4821	ENST00000377142.5	22064	ENSG00000125820	NKX2-2	NK2 homeobox 2	14_TssBiv
chr20	26188801	26190400	1600	*	1	Promoter (2-3kb)	20	26191814	26192837	1024	2	284801	ENST00000593517.1	2437	ENSG00000227195	MIR663AHG	MIR663A host gene	14_TssBiv
chr20	35169401	35170200	800	*	3	Promoter (1-2kb)	20	35172072	35177362	5291	1	10544	ENST00000216968.5	-1872	ENSG00000101000	PROCR	protein C receptor	14_TssBiv
chr20	39968801	39969200	400	*	1	Distal Intergenic	20	40004216	40010114	5899	1	100505663	ENST00000669808.1	-35016	NA	LINC01370	long intergenic non-protein coding RNA 1370	14_TssBiv
chr20	44001601	44001800	200	*	1	Intron (ENST00000341197.9/84969, intron 2 of 8)	20	44039004	44069612	30609	1	84969	ENST00000435864.2	-37204	ENSG00000124191	TOX2	TOX high mobility group box family member 2	14_TssBiv
chr20	44034201	44036400	2200	*	2	Promoter (2-3kb)	20	44039004	44069612	30609	1	84969	ENST00000435864.2	-2604	ENSG00000124191	TOX2	TOX high mobility group box family member 2	14_TssBiv
chr20	48788601	48789600	1000	*	2	Intron (ENST00000371941.4/57580, intron 1 of 39)	20	48624252	48827999	203748	2	57580	ENST00000371941.4	38399	ENSG00000124126	PREX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	14_TssBiv
chr20	50719801	50722800	3000	*	2	Distal Intergenic	20	50731580	50753741	22162	1	84612	ENST00000371610.7	-8780	ENSG00000124171	PARD6B	par-6 family cell polarity regulator beta	14_TssBiv
chr20	55203201	55205200	2000	*	1	Distal Intergenic	20	55408898	55426642	17745	1	102723578	ENST00000627529.2	-203698	NA	LINC01440	long intergenic non-protein coding RNA 1440	14_TssBiv
chr20	61491801	61492400	600	*	1	Intron (ENST00000614565.5/1002, intron 2 of 15)	20	61432983	61437630	4648	2	105372703	ENST00000662116.1	-54171	NA	LOC105372703	uncharacterized LOC105372703	14_TssBiv
chr21	27944401	27946000	1600	*	1	Distal Intergenic	21	28013363	28023233	9871	1	246705	ENST00000324988.3	-67363	ENSG00000178457	LINC00314	long intergenic non-protein coding RNA 314	14_TssBiv
chr21	34400601	34402200	1600	*	1	Promoter (<=1kb)	21	34400112	34401072	961	2	101928147	ENST00000410005.2	0	ENSG00000222018	C21orf140	chromosome 21 open reading frame 140	14_TssBiv
chr21	43187001	43187400	400	*	2	Distal Intergenic	21	43170227	43172638	2412	1	1409	ENST00000468016.1	16774	ENSG00000160202	CRYAA	crystallin alpha A	14_TssBiv
chr22	19701401	19702800	1400	*	1	Distal Intergenic	22	19714503	19723319	8817	1	5413	ENST00000455784.7	-11703	ENSG00000184702	SEPTIN5	septin 5	14_TssBiv
chr22	21368001	21369200	1200	*	1	Distal Intergenic	22	21354613	21358067	3455	1	105372944	ENST00000666255.1	13388	ENSG00000279920	LINC01651	long intergenic non-protein coding RNA 1651	14_TssBiv
chr22	24890401	24891000	600	*	8	Intron (ENST00000610372.4/129049, intron 17 of 24)	22	24844741	24924593	79853	1	129049	ENST00000480523.1	45660	ENSG00000167037	SGSM1	small G protein signaling modulator 1	14_TssBiv
chr22	43739201	43740000	800	*	2	Intron (ENST00000396231.6/64800, intron 4 of 29)	22	43551846	43672270	120425	2	64800	ENST00000468552.1	-66931	ENSG00000186976	EFCAB6	EF-hand calcium binding domain 6	14_TssBiv
chr22	50438201	50438800	600	*	1	Promoter (<=1kb)	22	50439753	50441074	1322	1	9701	ENST00000473283.1	-953	ENSG00000100239	PPP6R2	protein phosphatase 6 regulatory subunit 2	14_TssBiv
chr3	3840201	3842800	2600	*	1	Intron (ENST00000319331.4/57633, intron 1 of 1)	3	3700814	3800875	100062	2	100130207	ENST00000470751.5	-39326	ENSG00000144455	LOC100130207	uncharacterized LOC100130207	14_TssBiv
chr3	12199801	12200600	800	*	1	Distal Intergenic	3	12161545	12185377	23833	1	6854	ENST00000425297.2	38256	ENSG00000157152	SYN2	synapsin II	14_TssBiv
chr3	15901601	15902600	1000	*	1	Distal Intergenic	3	15873771	15873849	79	1	693148	ENST00000385080.1	27830	ENSG00000207815	MIR563	microRNA 563	14_TssBiv
chr3	24535401	24537600	2200	*	2	Intron (ENST00000630391.1/ENST00000630391.1, intron 2 of 4)	3	24498625	24499618	994	1	644990	ENST00000594183.1	36776	NA	THRB-AS1	THRB antisense RNA 1	14_TssBiv
chr3	32021801	32023400	1600	*	2	Intron (ENST00000479173.1/114884, intron 2 of 3)	3	31981771	31988925	7155	1	344787	ENST00000489408.1	40030	ENSG00000197385	ZNF860	zinc finger protein 860	14_TssBiv
chr3	37493001	37495000	2000	*	1	Exon (ENST00000422441.5/3680, exon 5 of 16)	3	37452141	37823507	371367	1	3680	ENST00000264741.10	40860	ENSG00000144668	ITGA9	integrin subunit alpha 9	14_TssBiv
chr3	40656801	40657200	400	*	1	Distal Intergenic	3	40719859	40793390	73532	1	105377043	ENST00000665970.1	-62659	NA	LOC105377043	uncharacterized LOC105377043	14_TssBiv
chr3	49907001	49907600	600	*	1	3' UTR	3	49903987	49916937	12951	1	102724438	ENST00000419183.1	3014	NA	LOC102724438	uncharacterized LOC102724438	14_TssBiv
chr3	57112201	57113800	1600	*	1	Intron (ENST00000296318.12/54756, intron 3 of 12)	3	57096178	57142491	46314	2	54756	ENST00000463523.5	28691	ENSG00000144730	IL17RD	interleukin 17 receptor D	14_TssBiv
chr3	62304001	62305600	1600	*	2	Intron (ENST00000661510.1/ENST00000661510.1, intron 1 of 1)	3	62294273	62318632	24360	2	100506994	ENST00000479588.1	13032	ENSG00000241472	PTPRG-AS1	PTPRG antisense RNA 1	14_TssBiv
chr3	109055201	109056800	1600	*	2	Intron (ENST00000232603.10/27136, intron 13 of 27)	3	109101456	109110342	8887	1	100506506	ENST00000480826.1	-44656	ENSG00000239314	MORC1-AS1	MORC1 antisense RNA 1	14_TssBiv
chr3	111717601	111718600	1000	*	2	Intron (ENST00000636933.1/257068, intron 3 of 3)	3	111732461	111778458	45998	1	90102	ENST00000474484.1	-13861	ENSG00000144824	PHLDB2	pleckstrin homology like domain family B member 2	14_TssBiv
chr3	112929801	112931800	2000	*	1	Exon (ENST00000308611.8/131450, exon 3 of 8)	3	112928918	112974912	45995	2	131450	ENST00000440122.6	43112	ENSG00000163606	CD200R1	CD200 receptor 1	14_TssBiv
chr3	124775001	124775600	600	*	1	Intron (ENST00000296181.9/3693, intron 10 of 14)	3	124762948	124770182	7235	2	3693	ENST00000460797.5	-4819	ENSG00000082781	ITGB5	integrin subunit beta 5	14_TssBiv
chr3	136751201	136751800	600	*	2	Promoter (<=1kb)	3	136518043	136752366	234324	2	10274	ENST00000480733.1	566	ENSG00000118007	STAG1	stromal antigen 1	14_TssBiv
chr3	145878001	145879800	1800	*	1	Distal Intergenic	3	145939912	145961536	21625	1	107986138	ENST00000495382.1	-60112	NA	LOC107986138	uncharacterized LOC107986138	14_TssBiv
chr3	147131201	147131800	600	*	1	Intron (ENST00000473299.1/ENST00000473299.1, intron 3 of 5)	3	146921963	146925218	3256	1	101927866	ENST00000471638.1	209238	ENSG00000242671	LINC02010	long intergenic non-protein coding RNA 2010	14_TssBiv
chr3	150802801	150805400	2600	*	1	Intron (ENST00000663257.1/105374155, intron 1 of 2)	3	150742488	150763431	20944	2	6478	ENST00000482706.1	-39370	ENSG00000181788	SIAH2	siah E3 ubiquitin protein ligase 2	14_TssBiv
chr3	158449401	158450800	1400	*	1	Intron (ENST00000480820.5/51319, intron 6 of 9)	3	158330292	158545166	214875	1	51319	ENST00000684353.1	119109	ENSG00000174891	RSRC1	arginine and serine rich coiled-coil 1	14_TssBiv
chr3	160475001	160476000	1000	*	5	Intron (ENST00000468542.1/100174949, intron 1 of 1)	3	160439001	160485773	46773	2	100174949	ENST00000468542.1	9773	ENSG00000248710	TRIM59-IFT80	TRIM59-IFT80 protein	14_TssBiv
chr3	181444401	181445600	1200	*	3	Promoter (1-2kb)	3	181417026	181442597	25572	2	102724604	ENST00000671542.1	-1804	NA	LOC102724604	uncharacterized LOC102724604	14_TssBiv
chr3	185815601	185816200	600	*	2	Intron (ENST00000382199.7/10644, intron 2 of 15)	3	185814055	185821103	7049	2	10644	ENST00000466214.1	4903	ENSG00000073792	IGF2BP2	insulin like growth factor 2 mRNA binding protein 2	14_TssBiv
chr3	193923601	193924600	1000	*	1	Distal Intergenic	3	193993331	193993985	655	2	100128023	ENST00000411853.1	69385	NA	DPPA2P3	developmental pluripotency associated 2 pseudogene 3	14_TssBiv
chr4	107801	108000	200	*	2	Distal Intergenic	4	124501	164162	39662	1	255403	ENST00000510175.6	-16501	ENSG00000250312	ZNF718	zinc finger protein 718	14_TssBiv
chr4	6270801	6272400	1600	*	1	Promoter (<=1kb)	4	6269977	6302871	32895	1	7466	ENST00000506362.2	824	ENSG00000109501	WFS1	wolframin ER transmembrane glycoprotein	14_TssBiv
chr4	25865001	25865400	400	*	1	Promoter (1-2kb)	4	25847461	25863760	16300	2	23231	ENST00000514872.1	-1241	ENSG00000091490	SEL1L3	SEL1L family member 3	14_TssBiv
chr4	54957201	54958800	1600	*	2	Exon (ENST00000509711.2/ENST00000509711.2, exon 3 of 3)	4	54845568	54859241	13674	1	107986226	ENST00000514413.1	111633	NA	LINC02358	long intergenic non-protein coding RNA 2358	14_TssBiv
chr4	74864001	74864600	600	*	1	Distal Intergenic	4	74881174	74882934	1761	1	105377280	ENST00000670521.1	-16574	NA	LOC105377280	uncharacterized LOC105377280	14_TssBiv
chr4	74903601	74905400	1800	*	1	Distal Intergenic	4	74881174	74882934	1761	1	105377280	ENST00000670521.1	22427	NA	LOC105377280	uncharacterized LOC105377280	14_TssBiv
chr4	77172201	77173400	1200	*	1	Intron (ENST00000497512.5/901, intron 7 of 11)	4	77158426	77165010	6585	1	901	ENST00000509972.1	13775	ENSG00000138764	CCNG2	cyclin G2	14_TssBiv
chr4	79472401	79473800	1400	*	3	Distal Intergenic	4	79491802	79493623	1822	1	100506035	ENST00000664228.1	-18002	ENSG00000250334	LINC00989	long intergenic non-protein coding RNA 989	14_TssBiv
chr4	81117001	81119400	2400	*	10	Intron (ENST00000545647.5/5593, intron 9 of 13)	4	81087370	81153732	66363	2	5593	ENST00000545647.5	34332	ENSG00000138669	PRKG2	protein kinase cGMP-dependent 2	14_TssBiv
chr4	85404001	85404600	600	*	1	Distal Intergenic	4	85475150	86002666	527517	1	83478	ENST00000395184.6	-70550	ENSG00000138639	ARHGAP24	Rho GTPase activating protein 24	14_TssBiv
chr4	85417601	85421200	3600	*	1	Distal Intergenic	4	85475150	86002666	527517	1	83478	ENST00000395184.6	-53950	ENSG00000138639	ARHGAP24	Rho GTPase activating protein 24	14_TssBiv
chr4	111543401	111544600	1200	*	1	Intron (ENST00000681880.1/105377366, intron 1 of 6)	4	111516117	111648536	132420	1	105377366	ENST00000681880.1	27284	NA	LOC105377366	uncharacterized LOC105377366	14_TssBiv
chr4	121991801	121994400	2600	*	1	Distal Intergenic	4	121874481	121952060	77580	2	7222	ENST00000379645.8	-39741	ENSG00000138741	TRPC3	transient receptor potential cation channel subfamily C member 3	14_TssBiv
